"","Timestamp","Temp","pH","Rainfall"
"347",2019-08-17 03:30:00,24.446,5.34,0
"348",2019-08-17 03:45:00,24.436,5.34,0
"349",2019-08-17 04:00:00,24.424,5.32,0
"350",2019-08-17 04:15:00,24.412,5.31,0
"351",2019-08-17 04:30:00,24.396,5.31,0
"352",2019-08-17 04:45:00,24.378,5.31,0
"353",2019-08-17 05:00:00,24.36,5.3,0
"354",2019-08-17 05:15:00,24.339,5.29,0
"355",2019-08-17 05:30:00,24.32,5.28,0
"356",2019-08-17 05:45:00,24.301,5.28,0
"357",2019-08-17 06:00:00,24.285,5.28,0
"358",2019-08-17 06:15:00,24.272,5.28,0
"359",2019-08-17 06:30:00,24.259,5.28,0
"360",2019-08-17 06:45:00,24.248,5.28,0
"361",2019-08-17 07:00:00,24.238,5.28,0
"362",2019-08-17 07:15:00,24.225,5.28,0
"363",2019-08-17 07:30:00,24.218,5.28,0
"364",2019-08-17 07:45:00,24.208,5.29,0
"365",2019-08-17 08:00:00,24.2,5.29,0
"366",2019-08-17 08:15:00,24.19,5.29,0
"367",2019-08-17 08:30:00,24.178,5.29,0
"368",2019-08-17 08:45:00,24.165,5.29,0
"369",2019-08-17 09:00:00,24.154,5.28,0
"370",2019-08-17 09:15:00,24.142,5.29,0
"371",2019-08-17 09:30:00,24.128,5.29,0
"372",2019-08-17 09:45:00,24.113,5.29,0
"373",2019-08-17 10:00:00,24.098,5.3,0
"374",2019-08-17 10:15:00,24.085,5.3,0
"375",2019-08-17 10:30:00,24.079,5.29,0
"376",2019-08-17 10:45:00,24.077,5.29,0
"377",2019-08-17 11:00:00,24.079,5.29,0
"378",2019-08-17 11:15:00,24.09,5.29,0
"379",2019-08-17 11:30:00,24.11,5.29,0
"380",2019-08-17 11:45:00,24.136,5.3,0
"381",2019-08-17 12:00:00,24.169,5.28,0
"382",2019-08-17 12:15:00,24.203,5.28,0
"383",2019-08-17 12:30:00,24.242,5.28,0
"384",2019-08-17 12:45:00,24.281,5.29,0
"385",2019-08-17 13:00:00,24.325,5.29,0
"386",2019-08-17 13:15:00,24.377,5.3,0
"387",2019-08-17 13:30:00,24.427,5.31,0
"388",2019-08-17 13:45:00,24.489,5.31,0
"389",2019-08-17 14:00:00,24.544,5.32,0
"390",2019-08-17 14:15:00,24.589,5.32,0
"391",2019-08-17 14:30:00,24.643,5.32,0
"392",2019-08-17 14:45:00,24.693,5.32,0
"393",2019-08-17 15:00:00,24.743,5.32,0
"394",2019-08-17 15:15:00,24.815,5.32,0
"395",2019-08-17 15:30:00,24.902,5.33,0
"396",2019-08-17 15:45:00,24.956,5.33,0
"397",2019-08-17 16:00:00,25.043,5.33,0
"398",2019-08-17 16:15:00,25.108,5.34,0
"399",2019-08-17 16:30:00,25.163,5.35,0
"400",2019-08-17 16:45:00,25.223,5.34,0
"401",2019-08-17 17:00:00,25.24,5.34,0
"402",2019-08-17 17:15:00,25.254,5.35,0
"403",2019-08-17 17:30:00,25.268,5.36,0
"404",2019-08-17 17:45:00,25.265,5.35,0
"405",2019-08-17 18:00:00,25.26,5.35,0
"406",2019-08-17 18:15:00,25.252,5.35,0
"407",2019-08-17 18:30:00,25.239,5.35,0
"408",2019-08-17 18:45:00,25.221,5.35,0
"409",2019-08-17 19:00:00,25.2,5.36,0.254
"410",2019-08-17 19:15:00,25.177,5.37,0
"411",2019-08-17 19:30:00,25.15,5.35,0
"412",2019-08-17 19:45:00,25.122,5.35,0
"413",2019-08-17 20:00:00,25.098,5.34,0
"414",2019-08-17 20:15:00,25.078,5.34,0
"415",2019-08-17 20:30:00,25.061,5.34,0.254
"416",2019-08-17 20:45:00,25.047,5.33,0
"417",2019-08-17 21:00:00,25.031,5.33,0
"418",2019-08-17 21:15:00,25.011,5.34,0
"419",2019-08-17 21:30:00,24.997,5.32,0
"420",2019-08-17 21:45:00,24.965,5.32,0
"421",2019-08-17 22:00:00,24.935,5.3,0
"422",2019-08-17 22:15:00,24.903,5.31,0
"423",2019-08-17 22:30:00,24.864,5.32,0
"424",2019-08-17 22:45:00,24.823,5.31,0
"425",2019-08-17 23:00:00,24.784,5.31,0
"426",2019-08-17 23:15:00,24.748,5.3,0
"427",2019-08-17 23:30:00,24.718,5.3,0
"428",2019-08-17 23:45:00,24.69,5.31,0
"429",2019-08-18 00:00:00,24.665,5.31,0
"430",2019-08-18 00:15:00,24.642,5.3,0
"431",2019-08-18 00:30:00,24.617,5.29,0
"432",2019-08-18 00:45:00,24.601,5.28,0
"433",2019-08-18 01:00:00,24.586,5.3,0
"434",2019-08-18 01:15:00,24.572,5.3,0
"435",2019-08-18 01:30:00,24.56,5.31,0
"436",2019-08-18 01:45:00,24.548,5.31,0
"437",2019-08-18 02:00:00,24.538,5.3,0
"438",2019-08-18 02:15:00,24.525,5.31,0
"439",2019-08-18 02:30:00,24.514,5.31,0
"440",2019-08-18 02:45:00,24.503,5.31,0
"441",2019-08-18 03:00:00,24.493,5.31,0
"442",2019-08-18 03:15:00,24.483,5.31,0
"443",2019-08-18 03:30:00,24.474,5.32,0
"444",2019-08-18 03:45:00,24.466,5.31,0
"445",2019-08-18 04:00:00,24.458,5.32,0
"446",2019-08-18 04:15:00,24.452,5.32,0
"447",2019-08-18 04:30:00,24.445,5.32,0
"448",2019-08-18 04:45:00,24.436,5.32,0
"449",2019-08-18 05:00:00,24.428,5.32,0
"450",2019-08-18 05:15:00,24.417,5.31,0
"451",2019-08-18 05:30:00,24.405,5.32,0
"452",2019-08-18 05:45:00,24.393,5.32,0
"453",2019-08-18 06:00:00,24.381,5.32,0
"454",2019-08-18 06:15:00,24.371,5.32,0
"455",2019-08-18 06:30:00,24.36,5.32,0
"456",2019-08-18 06:45:00,24.349,5.33,0
"457",2019-08-18 07:00:00,24.334,5.33,0
"458",2019-08-18 07:15:00,24.319,5.32,0
"459",2019-08-18 07:30:00,24.306,5.33,0
"460",2019-08-18 07:45:00,24.296,5.34,0
"461",2019-08-18 08:00:00,24.281,5.34,0
"462",2019-08-18 08:15:00,24.262,5.34,0
"463",2019-08-18 08:30:00,24.247,5.35,0
"464",2019-08-18 08:45:00,24.235,5.34,0
"465",2019-08-18 09:00:00,24.223,5.34,0
"466",2019-08-18 09:15:00,24.208,5.34,0
"467",2019-08-18 09:30:00,24.194,5.34,0
"468",2019-08-18 09:45:00,24.181,5.35,0
"469",2019-08-18 10:00:00,24.17,5.34,0
"470",2019-08-18 10:15:00,24.163,5.34,0
"471",2019-08-18 10:30:00,24.158,5.35,0.254
"472",2019-08-18 10:45:00,24.16,5.34,0
"473",2019-08-18 11:00:00,24.161,5.35,0
"474",2019-08-18 11:15:00,24.165,5.35,0
"475",2019-08-18 11:30:00,24.176,5.34,0
"476",2019-08-18 11:45:00,24.183,5.35,0
"477",2019-08-18 12:00:00,24.198,5.34,0
"478",2019-08-18 12:15:00,24.216,5.35,0
"479",2019-08-18 12:30:00,24.242,5.34,0
"480",2019-08-18 12:45:00,24.276,5.34,0
"481",2019-08-18 13:00:00,24.319,5.35,0
"482",2019-08-18 13:15:00,24.386,5.35,0
"483",2019-08-18 13:30:00,24.441,5.36,0
"484",2019-08-18 13:45:00,24.507,5.36,0
"485",2019-08-18 14:00:00,24.573,5.35,0
"486",2019-08-18 14:15:00,24.634,5.36,0
"487",2019-08-18 14:30:00,24.687,5.37,0
"488",2019-08-18 14:45:00,24.752,5.37,0
"489",2019-08-18 15:00:00,24.769,5.37,0
"490",2019-08-18 15:15:00,24.88,5.37,0
"491",2019-08-18 15:30:00,24.938,5.37,0
"492",2019-08-18 15:45:00,24.949,5.37,0
"493",2019-08-18 16:00:00,25.065,5.38,0
"494",2019-08-18 16:15:00,25.12,5.38,0
"495",2019-08-18 16:30:00,25.214,5.39,0
"496",2019-08-18 16:45:00,25.198,5.39,0
"497",2019-08-18 17:00:00,25.178,5.39,0
"498",2019-08-18 17:15:00,25.218,5.39,0
"499",2019-08-18 17:30:00,25.187,5.37,0
"500",2019-08-18 17:45:00,25.183,5.37,0
"501",2019-08-18 18:00:00,25.186,5.37,0
"502",2019-08-18 18:15:00,25.197,5.37,0
"503",2019-08-18 18:30:00,25.211,5.36,0
"504",2019-08-18 18:45:00,25.184,5.35,0
"505",2019-08-18 19:00:00,25.163,5.35,0
"506",2019-08-18 19:15:00,25.151,5.35,0.254
"507",2019-08-18 19:30:00,25.13,5.34,0
"508",2019-08-18 19:45:00,25.106,5.34,0.254
"509",2019-08-18 20:00:00,25.085,5.34,0
"510",2019-08-18 20:15:00,25.065,5.34,0
"511",2019-08-18 20:30:00,25.047,5.34,0.254
"512",2019-08-18 20:45:00,25.027,5.34,0.254
"513",2019-08-18 21:00:00,25.005,5.35,0.508
"514",2019-08-18 21:15:00,24.982,5.35,0.508
"515",2019-08-18 21:30:00,24.963,5.35,0
"516",2019-08-18 21:45:00,24.944,5.35,0
"517",2019-08-18 22:00:00,24.924,5.35,0
"518",2019-08-18 22:15:00,24.908,5.35,0
"519",2019-08-18 22:30:00,24.894,5.34,0.254
"520",2019-08-18 22:45:00,24.882,5.33,0
"521",2019-08-18 23:00:00,24.872,5.35,0
"522",2019-08-18 23:15:00,24.857,5.35,0
"523",2019-08-18 23:30:00,24.843,5.35,0
"524",2019-08-18 23:45:00,24.831,5.35,0
"525",2019-08-19 00:00:00,24.819,5.35,0
"526",2019-08-19 00:15:00,24.811,5.35,0
"527",2019-08-19 00:30:00,24.804,5.34,0
"528",2019-08-19 00:45:00,24.799,5.33,0
"529",2019-08-19 01:00:00,24.779,5.34,0
